Date,Site,Clinic,Manager,Is the current WIC logo on or above entrance?,Are accurate hours of operation displayed on door in a permanent format?,"Is staff properly welcoming, Hi, Welcome to WIC?",Is staff at entrance to greet and provide information promptly?,Is staff communicating options to walk-ins?,Is water visible and available to clients?,"Is the WIC material QR code visible, colorful & intentional?",Is the WIC material QR code linked to the WIC shopping guide?,Is the WIC material QR code linked to social media?,Is the WIC material QR code linked to the WIC cookbook?,Is the WIC material QR code linked to state website?,Does the entire scope of practice take place in a private room?,Do all rooms display the Jordan Michael Design?,Do all private rooms display room status indicators?,Is there a television present?,Is the television utilized appropriately?,"Is the environment peaceful and neutral? (smells, sounds, etc.)",Is there developmentally appropriate entertainment for children in every room?,Is a clinic manager or supervisor present?,Padded or gel chairs available,Rolling cart per room,Client does not move,Room per Certifier,# of Families Waiting,Minimum of 2 client padded chairs,Maximum of 8 sq ft desk,Maximum of 12 sq ft lab equipment,Small filing cabinet,3 or more wall hangings,Sharp corners covered,Electrical outlets covered,Hazard box up and out of the way,No flammable clutter,No confidential convo with door open,Alternative lighting,Interactive rugs,Kitchen sets,1 or more child chairs,Child books visible,Standard filing system for forms,Gloves mounted to wall
2023-01-03,5,Lake June,Heather,1,0.8627513565272901,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-09,5,Lake June,Heather,1,0.902542513342394,1,1,1,1,1,1,1,1,1,1,1,0,1,0.37033844929890275,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-13,5,Lake June,Heather,1,0.9253348900716288,1,1,1,1,1,1,1,1,1,1,1,0.3036381137087094,1,0.543352414005059,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-23,5,Lake June,Heather,1,0.9358857833479903,1,1,1,1,1,1,1,1,1,1,1,0.48555833411121974,1,0.642527623155795,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-02-27,5,Lake June,Heather,1,0.9427018173858884,1,1,1,1,1,1,1,1,1,1,1,0.6276060935665679,1,0.7225062085211901,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-03-14,5,Lake June,Heather,1,0.9541512453617769,1,1,1,1,1,1,1,1,1,1,1,0.7140884754448594,1,0.7843125173590999,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-26,5,Lake June,Heather,1,0.9541512453617769,1,1,1,1,1,1,1,1,1,1,1,0.7140884754448594,1,0.7843125173590999,1,1,1,0,0,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01,5,Lake June,Heather,1,0.9541512453617769,1,1,1,1,1,1,1,1,1,1,1,0.7140884754448594,1,0.7843125173590999,1,1,1,0,0,1,1,8.45254556882464,0.9,0.6,0.7,0.9,0.6,0,0.4,0,0.8,1,0,0.3,0.5,0,0,0,0
2023-06-01,5,Lake June,Heather,1,0.9541512453617769,1,1,1,1,1,1,1,1,1,1,1,0.7140884754448594,1,0.7843125173590999,1,1,1,0,0,1,1,8.45254556882464,0.9,0.6,0.7,0.9,0.6,0.07540983606557376,0.47540983606557374,0,0.8,1,0,0.3,0.5,0.07540983606557376,0,0,0
2023-06-12,5,Lake June,Heather,1,0.9541512453617769,1,1,1,1,1,1,1,1,1,1,1,0.7140884754448594,1,0.7843125173590999,1,1,1,0,0,1,1,8.77922077922078,0.9,0.6,0.7,0.9,0.6,0.07540983606557376,0.47540983606557374,0,0.8,1,0,0.3,0.5,0.07540983606557376,0,0,0
